target,source,time,week,comment
32,33,20170321,6,"Thank you for sharing me about the history of computer that was really something I have never heard about. I have not realized that computer had been aiding human mankind??s in daily works such a long time. It has been proved that, computer technology is being developed rapidly. And I also agree that AI technology is becoming more and more mature, as we can see some news about it that in some chess and board game, the AI has won over some world-famous players. We really need to consider about the over-developing of AI, we should make sure both the AI could make our lives more comfortable and under our control."
23,3,20170315,6,"I agreed with you that physical information is more trustworthy. After reading your blog, I found that physical information is very interesting. Therefore, I searched for how different motions represent different meanings and here are some examples. When somebody is rubbing his eyes, it could mean that he/she does not want to see something. Or when someone is touching his/her cuff, he/she may probably be calming down his/her agitation."
76,3,20170319,6,"I agreed that online shopping has so many advantages, not only for the customers but also for the sellers. First, owning an online shop is much easier than owning a shop in the real world because the businessmen need not pay the rent, it can reduce their operation expenses. Also, online shops open 24 hours. Therefore the customers can visit their store no matter what time it is. Better still, online shops can be reached by everyone all over the world, so as to widen the range of customers. I believe that these are also the reasons why online shops become more popular."
39,3,20170320,6,"Thank you for your sharing. I agree that whether the UX design of an application is good or not can determine the popularity of this app. After reading your blog, I felt interested in what is a ""proper"" UX design. So I have done some google search and found out one of the criteria that a proper UX design should have, that is not asking users for too much information. Asking the users for too much information will make the users feel annoying and worry about whether their personal data will be misused or not. It will drive the user away. Therefore, in order to provide a good user experience for the users, we should only collect enough information from them."
73,3,20170320,6,"Thank you for your sharing. I agreed that opinion mining is really useful for the companies to analysis whether the customers satisfy with their products or not. The example that you have given (i.e. Taobao) is one of the significant examples, which can show how a company utilizes the opinion mining to classify the product. I have got another example, that is the Agoda. It is a website which introduces the hotels for the travelers. It collects the reviews from the customers and tries to classify the review into different categories. So as to suggest the best hotel to the users."
6,3,20170321,6,"This is the funniest blog that I have read. The examples that you have given showed how interesting that language can be, especially for the Chinese language. It also reminded me of a typical example,""????????????????????"". Different combinations of words can have different meanings. Therefore, I think the news media should concern about this problem. When they are reporting a serious issue, they should mind the wordings that they are using. Otherwise, it may lead to some embarrassing situation. Also, it may be shown no respect to the people who are involved in that issue."
55,50,20170321,6,"Thank you for sharing. We share similar views and I do agree that the digital world has helped improve our learning experience in many ways.For example, we can learn freely in the Internet such as YouTube and Wikipedia. This has greatly encouraged self-learning. However, we have to be careful since publishing is as easy as assessing. The information we obtained from the Internet may not be all reliable. Therefore, we should do more research on the topic to learn thoroughly. Besides, while some say that the Internet poses risk to distract children??s learning, I think it also provides a more interesting way of learning. For example, there are games developed to help children learn mathematics in a more vivid and fun way. Finally, the digital world helped to share information within a group, so that we can discuss and respond more freely, which gives a deeper understanding in the learning process.I have also posted a blog about education in digital world. You may have a look if you are interestedhttps://wordpress.com/post/ierg3320788.wordpress.com/55"
55,50,20170321,6,"Thank you for your sharing. This is a very interesting question. Machines have served a great extent in these years and we can foresee that they will be involved even more in the future. Will machine surpass human in the future?Some say machine does not have emotions like humans, and they cannot make decisions in a considerate way like humans do. However, it also gives an advantage that the decision machines make can be completely rational. Some say that machines cannot make prediction. However, big data analysis has been raised in this century. It is useful to predict future trend by analyzing the data in hands. In my opinion, humans do invent machines. However, we should not depend on it too much that we loose our ability to control it. We should be aware of this so that we can use machine to make our lives more convenient but at the same time not allowing it to surpass us."
4,72,20170315,6,"Your blog post inspired me about the issue of privacy problem raised by Contextual Computing! As the system has lots of the data of the users, it has a risk of exposing the information to the public without our explicit permission. If hackers hack in the server of such database, there are millions of users information would be exposed. On 22th June, 2013, PCworld news reported that Facebook exposed 6 million users?? contact Information due to the bug of security. Although contextual computing is widely used, we should think about whether we are too relying on it."
4,72,20170316,6,"Satisficing can meet the needs of the users efficiently. One of the example you have mentioned, UX design (User experience design) which can enhance the users?? satisfaction in the aspects of interaction, usability and accessibility. For achieving satisficing in UX design, designers normally focus on the costs and benfits. First, the interaction cost should be as low as possible. If it is a website, it should be easy to read and acquire information. It means that the usability is high and accessibility of the product can be improved. Second, higher benefits of the product can provide useful information and maximize the outcome after users read it. Hoping that the strategies I suggested are useful for you!"
4,72,20170318,6,"Apart from the language specific limitations that you have mentioned, the other limitations are technological limitation and data specific limitation.For technological limitation, using sentiment analysis cannot analysis the root cause of their arguments or opinions. Besides, we categorize the article with 3 groups, such as ??good"", ??neutral"" and ??bad"". In fact, the article maybe not exactly belongs to one of these groups but we just treat it in this way.For data specific limitation, sentiment analysis cannot apply to all the types of data. Images, videos or voice messages should be excluded during using sentiment analysis. However, social network always contains lots of the multimedia content, sentiment analysis cannot have an accurate analysis without analyzing them."
47,72,20170318,6,"Right! Helping us to design a user-friendly information system is one of the benefits. For my opinion, focusing on the human relationship with information and being a multidisciplinary field are the benefits too.Most of the information analysis concentrated on the technique skills or data rather than the root reason. Human Information Interactions is investigating how human interact with information which is more effective.On other hand, Human Information Interactions is a multidisciplinary field which means it can use it for different aspects including psychology, sociology machine learning, information science, marketing and engineering. Therefore, you can have further research and study when we use HII. That??s why HII is a big topic many courses!"
47,72,20170318,6,"Although iBeacon enhances the exchange of human information, there are some limitations of using it.iBeacon only can implement simple operations. Using the same example in the blog post, making order via the application in coffee shop. If the clients want to have to have a tall size of espresso with skinned mike, cream on it, 50 % sugar and having rusty latte art. Of course, it is impossible to let them choose for every step. Therefore, it is hard to fit the users who have special needs.Besides, iBeacon lacks of precision as there are too many factors affecting the strength of the signal. As a result, the performance of it is not stable."
47,72,20170319,6,"According to the property of ??predicting the next item in such a sequence in the form of a (n 1)?Corder Markov model?? that you have mentioned, n -gram can be used in different fields. Unigram is referring to size 1 N-garm, bigram is referring to size 2 N-garm?? and so on.When we want to check used how many times of ??tired?? in an article. We can just use a unigarm with the word ??tired??. If we want to check the opposite meaning of the word which is in unigram, such as ??not tired??. Then, we can use a bigram with the words ??not tired??. Finally, when we check whether the article have plagiarized or not, we can use the n-gram with the size of the specific of the sentence or paragraph. Therefore N-gram contributed lots in Natural language processing."
47,72,20170321,6,"Just like what you have said, machine learning and big data are closely related. Without the limitations of human, machine learning can make use of the internet resources and data to analysis.With the size of the data is bigger, the machine learning can learn more and have an advanced and improved analysis. Except the learning method u suggested, supervised learning and unsupervised learning, there are semi-supervised and reinforcement learning. Using these methods, machine learning can overcome the constrains of complexity and variability."
14,48,20170320,6,"I agree with you that information, which provided by the authority, is one of the important factor that affect people thinking. Also, Internet and social media have become popular in this few year, I think these two new tools will affect people easily. Social media increase the mobility and the way to delivery the information. Therefore, i think we should pay more attention while we using the social media in our daily life. Otherwise, our critical and personal thinking will become the same to the others."
14,48,20170320,6,"In my opinion, I think contextual computing have become popular in this few year. For example, most of the modern television have the function to predict what the users would like to watch. Also, most of the social media application, such as Facebook, will collect our preference data in order to provide some specific advertisement to us. I think contextual computing can facilitate our daily life, but it may also cause lots of privacy and personal security problem to us."
41,48,20170320,6,"I think social networking have become very popular in this few years. One of the main reason is that social networking platform provide an easy and convenient way for users to interact with their peers and family members. On the other hand, people also can easily get lots of information from the social networking platform. However, I recently have read a blog, which topic is mainly focus on how social networking platform affecting our mind and thinking. Therefore, we have to pay more attention when we using the social networking platform."
20,48,20170320,6,"Hi Mango, this is KT. I am also a year 3 IE student. I agree with you that this course is useful. I think this course provide a way for us to know more about how does people communicate with computer. Also, social media and information is very important in nowadays. It is because the modern technology is now just the practical programming skill but also some application and high-level skill, such as Big Data. Therefore, let us spend more time and afford in this course and let us encourage each other while we are studying."
20,48,20170320,6,"I think the rating skill is useful for us when we need to predict the number of users. Also, I agree that this course provide lots of interest and useful skill. For example, I remember professor have taught us use the dot product and vector to calculate the vector space model and cosine similarity. These basic mathematical skill, which have taught in year 1 fundamental math course, is very easy, but it can be very useful in this course and future day. These kind of simulation and tools can help us to predict the trend and the expectation when we are build new website or system."
77,48,20170320,6,"I think information is important in our daily life. In this course, professor have taught lots of theory and the concept of ""entropy"" is quite important and it is the fundamental of most of the theory. However, I think this blog is too short and lack of personal viewing and feeling. Hope you may accept my suggestions"
22,48,20170321,6,"I agree that HII can help improving current information systems and services. For example, AI (Artificial Intelligence) is very popular in lots of fields. HII act an very important role when the expert developing AI. I remember Google have invent an AI call AlphaGo, which have a competition with human in last year. The result show that AI are ""smarter"" than human. It also shows that HII can improve our quality of life."
33,48,20170321,6,"I agree that human information interaction can make the world convenient. For example, AI(Artificial Intelligence) is one of the application of human information interaction. Most of the new product in this few year have the element of AI and interaction between the PC and the users. Users can easily input and express their needs and command into the machine. It reduce the process time and facilitate most of the users. Therefore, I think human information interaction and AI will become the new trend of our modern world. I hope you found this comment interesting."
33,48,20170321,6,"I think VR can change our lifestyle and daily activities. VR provide a way to simplify the complex problems into a easier situation. For examples, The training of pilot can be easier because the trainee only need a VR system and it can provide a highly similarity flight simulation. Also, I think VR system can increase the quality and mobility of video conferencing in our daily life. It can give the users a better way to communicate with the others.However, there are also some drawbacks when we using VR. For examples, users may addicted into the VR environments . Some of them even preferring the virtual world than the real world. Therefore, we should pay more attention when we use the VR."
27,48,20170321,6,"I agree with you that we can see recommendation in social media as a reference and we should not trust them directly. As professor have taught the concept of human information interaction(HII), most of the social media website will collect our personal information, such as what kind of pages that we have liked. After collecting the data, they will provide these kind of advertisement and information to us in order to get our attention. Therefore, I think we have to be aware when we use the social media."
72,4,20170319,6,"Yes, I am quite sure that chameleon effect is mostly the way poeple go when it comes to dealing with anything in their daily life. It just likes a trend to which people are following. For example, more and more people are currently appreciating Korean's fashion,music,dancing,food and etc. not always because people themselves think its style is good and surpasses other countries, but because they follow the trend. That's what we can see, Social cognition. Owing to other's views, you are gradually changing your taste. I share your opinion that we should reflect ourselves and think about the information we receive are trustworthy or not, as the way we mirror other people may somehow be not unfavorable."
74,4,20170319,6,"As you said, there are undoubtedly a big difference between the digital world and reality that we need to convert digital things into something understandable to us in order to make a connection with the digital world, thus intellectually making our life better. For example, in programming world, be it C++ or Java, we try to build up something in computers and what we need is to convert our idea into something computer can understand. An example is like Changing ??If I have $20, I will buy an apple?? to ?? If(money ==20) return obj apple;??Communicating with or using the internet well is surely the cornerstone to the construction of intellectual world."
74,4,20170320,6,"Yes, It's just like what you said in the last paragraph that security and privacy are the biggest obstacle when it comes to constructing the recommendation system. It is rather hard to convince everyone to possess a recommendation system at the expense of their privacy. After experiencing some websites like Rakuten, Taobao, the recommendation system will keep giving you the related website or advertising, even if you are using other websites. Actually, the system knows your preference, and this may pose a danger that some companies will target you as their potential customers and keep promoting you their porducts. This is surely a matter of bothering."
50,4,20170319,6,"I share your views that social media involving one-to-one, one-to-many, many-to-many sides can all be our learning helpers, and I think three of this information can I share your views that social media involving one-to-one, one-to-many, many-to-many sides can all be our learning helpers, and I think three of this information can all be simultaneously used. For example, sometimes we try to learn something by just reading some textbook (one-to-many), while we cannot understand all the details in a short period. Therefore, we can make use of the discussion board to discuss with other people to figure out your difficulties. Eventually, if we still have some misunderstanding, we can just simply ask our teacher/ professor by sending an email. This three processes are actually the way we learn new things. In fact, social media is undoubtedly our cornerstone to study."
56,12,20170321,6,"That's true. From the point of consumers, not only they can interact with other users, but also they can seek help from the company directly. It provides a convenient way for them to ask questions instead of browsing the company website and check how to contact the company.Besides, Facebook can be beneficial as well. With more and more pages established, Facebook can easily obtain users' preference and recommend some related pages to users. As a result, the income of advertisement will keep rising."
3,73,20170317,6,"It is quite interesting. Using the NLP to detect the different Symptoms from the patient. It is useful to reduce the workload of the doctor. It reminds me of another thing. In the future, the system may be possible to diagnosis automatically. The doctor only inputs the Symptoms from the patient.Face the short of hands problem in the healthcare industry, it is high benefit possible study direction. It is great. Thank you for your sharing."
3,73,20170316,6,"I cannot agree with the information is a kind of energy. Energy has some property. If the information is energy. It must meet these properties. For example, the law of conservation of energy. Energy cannot be generated out of thin air and it also cannot disappear. However, the information will disappear with time because the information is stored in the book or memory.The book will wear and tear. The memory will lose. I am very sorry but I disagree with you.I think the reason for this argument is that the formula of information entropy is very close to the entropy of the second law of thermodynamics. however, it should not be the reason because they have total different property in our real world."
13,57,20170320,6,"This blog post gave us an overall picture of the chronological order of development for three types of information and their relationships. Underneath such development lies the progress of human civilization. When our ancestors communicated with physical information, they could only convey limited meaning and thus perform limited cooperation. The invention of writing and languages symbolized a significant leap on civilization. Because humans are able to convey a lot more complicated meanings and build social institution using semantic information. And in the current era, we start to involve not only more humans but also more ??machines?? into our lives. So digital information is the bridge connecting the enlarging human society as well as the digital society consisting of ubiquitous smart devices. One enlightening view given by the author is that, the occurrence of new forms of information is NOT the replacement for the older form, but rather an enlargement for them. Languages can help us describe physical information better and break the walls of physical information to spread the information in a wider range. Digital information can enhance the access to almost any piece of semantic information available in the world. Maybe in the future there will be other types of information that can bring us to an era that we??ve never expected. Let??s get prepared and see where the technology could lead us to : )."
19,57,20170320,6,"I??ve read your reference [2] about the point of ??bit data is too big??. And I personally don??t agree with the point for the following reasons. The main arguments used in [2] to support the conclusion that ??Big data has no role in digital marketing?? are :1) There is no data when the business need it.2) Preprocessing data takes too long time.3) The big data projects are usually slow. My idea is that, these arguments are like complaining for the imperfections of status quo. These imperfections will improve over time. And in the long run, big data is still the trend that a prospective business should not miss. Why could I say so? Because technology is always moving forward. It has never stopped for even one second. As mentioned in your blog, we are generating more and more amount of content (UGC) and they can be perfect source for data. Indeed collecting them and processing them takes some time, but we are inventing more powerful technology to help us collect all there piece of valuable information. As for the speed of big data projects, I think the main bottle neck are the parallel algorithms as well as the infrastructure. With the spread of cloud computing, we can actually enjoy big data service in a much lower cost using the infrastructure on the cloud. For example, Amazon AWS provides ready-to-use suite for big data projects that can help small enterprises analyze their data better. Moreover, researchers are developing more powerful parallel algorithms and infrastructures that can even speed up the current performance of big data projects. In summary, everything is moving forward. Maybe the performance of big data is not at the perfect speed and ROI, it is still the valuable trend that the business should not give up."
69,57,20170320,6,"I totally agree with what you posted about UX design. In fact, UX designer has been my dream job for a long time. I??m now taking courses in Human-Computer Interaction (SEEM3510) and learnt several useful techniques in designing interface with high usability. If you are interested you can have a look at my blog post with the following link : https://ierg3320jinny.wordpress.com/2017/03/10/guidelines-and-principles-for-designing-user-interfaces-with-high-usability/There are quite a lot of examples for good/bad UI/UX design. And here I would like to comment about how we could measure or evaluate one design. There are five human factors that could help us quantify the quality of a design:1) Easy to learnA good UI should give clear and consistent instruction so that the users can learn to use it very quickly. In the amazon case given by you, the buttons are arranged in a clear manner so the user know how to perform an action like buying a product at the first glance.2) Easy to memorizeA good product doesn??t have a lot of command for the user to remember. For example in iOS or MAC OS, most of the operations can be done by fingers. And the gestures such as squeezing with two fingers usually carry semantic meanings that could help the user to memorize its function.3) Low error rateA good design will prevent the occurrence of error. For example, www.airbnb.com will gray out the unavailable date in the calendar when the users are selecting their check-in and check-out time.4) Subjective SatisfactionA good design should gain enough subjective satisfaction from the user.5) Easy to use A good product should have high efficiency in performing the targeted task. The best interface is no interface. The users can get fully control of what is going on and there should be no gulf of execution."
11,57,20170320,6,"Thank you for sharing this practical solution to the social media recommender system. Indeed the real bottleneck for the big data problems is to parallelize both the infrastructure and the algorithms. I was pretty impressed by how we generate pairs of users that follow the same person in the social network and add them up together to calculate similarities between them. This idea can break a big and memory expensive problem into a parallel problem that can be run separately on commercial machines. Hadoop is a popular ecosystem for solving big data problems. Your description about Hadoop has strengthened my understanding towards it and the related software. Now that you have showed the algorithm and infrastructure needed to implement a social network recommendation system, maybe you could also provide some ideas for configuring our own Hadoop clusters using Amazon Web Services. Because I know that with our CUHK email we can register an education account to enjoy 100 USD coupons from Amazon. If anyone is interested in trying to configure his/her own cluster and run the code provided here, feel free to contact me at 1155076727@link.cuhk.edu.hk"
2,57,20170320,6,"Natural language is indeed very complex in nature. So my opinion will be , instead of breaking down the structure of natural language and try to establish rules to fit the machines, we can let the machines learn natural language using human??s mindset. This somehow leads to the state-of-the-art NLP solutions: neural networks. The idea of neural network originated from the organization of human brains, where there are neurons connected with each other by axons. In artificial neural networks, computational models are built up to simulate how human brain works. There are many types of artificial neural network according to their structure. For the machine translation problem that maps a sentence in one language to another language, recurrent neural network (RNN) can reach the optimal performance. Each node or neuron in RNN will takes the output of the last step as the input in the current step, so the structural information in a sentence can be preserved. What we need to do is to feed the neural network with enough data, and design it with proper number of layers and neurons. If you are interested you can search more about the mechanism of RNN online. Moreover, if we combine different types of neural networks, we can even translate ??image?? to ??sentence??, which is a similar process to machine translation despite that the source language is encoded in visual format. However, the disadvantage of using neural networks as the solutions to NLP problems is that, we as the programmers actually do not know what is going on inside the network. The performance purely rely on the training data as well as the structure of the network (which is not directly related to the problem itself). But anyway this is a possible way to dissolve the difficulties mentioned in your blog post. Hope my comments can give you some idea about how NLP could move forward. : )"
19,2,20170315,6,"Naive Bayes classifier is not only suitable for independent features of supervised learning. For the situation of dependent features, some of them can also seen as independent features and also can get a good classifier (depends on the requirement).The Naive Bayes classifier??s advantage: high learning and prediction efficiency, easy to realize. When the data is not enough, it also can solve classify problem.Disadvantage: classifier??s result maybe not well, because the assumption of the feature independence may sacrifice the accuracy.How to choose the classifier is depends on many aspects, the training set size, different algorithms?? advantages,database??.it??s complicated. Do not worry, just try them and choose the best one you need."
55,2,20170315,6,"One difference between people and machine is that the machine does not have the self awareness, which means they can not create the new idea or new information. What they perform are all depends on the algorithm people designed.In other words, machines do not know what they did. Just like a state machine, if there is no input, no output.Machine is just the implementation of the logic, we completely do not need to worry about this problem."
69,2,20170316,6,"Thanks for your sharing. I agree with your idea on the importance of the UX. Because it is a competitive market, there is seldom company can monopolize the market in its area. So the designers are trying their best to cater to customers?? ??taste??.Because it is the user to choose products, not products choose users.The reason why users choose the path but not the road (your first picture) is that the designers did not consider from the perspective of customers when they do their designing. Or they did not prepare will for the users feedback and market research. Maybe they did not look upon the users as their ??God??."
61,2,20170316,6,"I agree with your conclusion about the Smart City. With the development of our city. The larger size of our city, the more problem we have to meet if we do not improve the quality of urbanization, refinement and dynamic management.And I think you can give more detail to explain the connection between human context and smart city.Thanks for your sharing.:)"
13,58,20170320,6,"As physical information and semantic information has controlled our life for a long time, the development of digital information is a good way to enrich our lives. Human society has been developed for thousands of years, before the digital information??s appearance, the interaction between people is mainly based on dialogue or letters. However, only with physical information and semantic information, the communication between people is low efficient and has time delay. We always say that we are in a information era,mostly the word information means digital information. Thanks to the appearance of digital technology, those digital information based on the physical and semantic information such as those online communicaion and online reading apps,we can enjoy a more efficient more timely life."
13,58,20170321,6,"I do agree that sentiment analysis and opinion mining are attractive research direction. Nowadays, some companies have already developed the embryo of the sentiment analysis and opinion mining. Take the shopping website Taobao as an instance, when you browse reviews of a product, the system can extract some key words from thousands of comments, then if you can know features of the product from key words intuitively. Furthermore, input system is also a good example of opinion mining, based on your past input habit, the system can put those words you use more frequently in priority. However, those tecnologies can only do some simple extraction and recommendation. In order to make the computer understand and even predict our opinion, there is still a long way to go."
2,38,20170322,7,"Thanks for sharing your understanding of NLP!You mentioned that ambiguity is the main problem of NLP till now. For example, slangswith the same meaning may have different form in different languages. According to a bookcalled Out of Control from Kevin Kelly, I think it may be improved by big data technology.Specifically, analyses of information could be more and more accurate if we use hugeamount of data to train it. For example, researchers use a huge dataset to test GoogleTranslate and make some adjustment and correction after every single test. In this testingprocess, Google Translate could do self-leaning, and become more and more accurate.I think the problem of traditional NLP could be improved with big data technology.Moreover, I believe that the combination of NLP and big data could become the nextopportunity for most fields."
2,38,20170322,7,"Thanks for your sharing!You mentioned that more and more jobs are replaced with machine, which may causeincrease of unemployment rate and damage to us human.I have some ideas about this topic. Firstly, technology could cause loss of low-skilled jobs,such as cleaner, seller, typist, etc. However, it may not cause huge negative impact on highskilledjobs, such as engineer, actors, artists, etc. Secondly, new tech may cause short-termunemployment; but it would not cause long-run unemployment. Because once employersneed less low-skilled stuff which is replaced with machine, they must require more stuff tohandle/operate/maintain the machine. In total, the number of positions in the market wouldnot decrease, although the distribution of positions changes.Every whole new generation brings fears of the past, requiring to put old things to rest. It isimpossible to prevent this change. The only thing we can do is to conform to this trend."
13,38,20170322,7,"Thanks for helping us review these 3 kinds of information- physical, semantic, and digital!Just as you mentioned, digital information carries not only digital meaning, but alsosemantic explanation and physical experience. This really inspires me. I wonder that couldwe associate digital information to semantic information and physical information, such asrehabilitation training for disabled people.As we know, Professor Chan joins a program which aims to help deaf and mute people learnlanguage. It??s something like an app, with which disabled people can learn vocabulary andgrammar. For example, when they are leaning a sentence- I like eating apples, his/her selfie,the like button on facebook, and a photo of apples will be shown in order. In this case, deafand mute people could learn language with physical pictures in a digital way.Such apps help disabled really a lot. Hope there could be more and more such helpfulcreations."
58,38,20170322,7,"Thanks for your sharing about k-clustering! However, I want to add something, which mayhelp your understanding about clustering be more comprehensive.In the class, Prof. Chan introduced that clustering can be divided into 2 main categorieshardand soft. ??Hard?? means every data can only belong to one cluster; ??Soft?? means everydata can belong to different clusters. We learnt k-clustering which is a branch of hardclustering; however, we didn't study soft clustering in class. In order to get a morecomprehensive understanding of clustering, I strongly suggest you to take a look on softclustering.The following linkage is an article about soft clustering that I wrote. Hope it would help.Address: https://wordpress.com/posts/iecuhkeduhk1155062181.wordpress.com"
58,38,20170322,7,"Thanks for your sharing about these online recommendation system, such as DianPing App,recommendation systems of Amazon and Netflix, ??Friends you may know?? of Facebook,etc.Because I am interesting in this topic as well, I would like to share a real case about onlinerecommendation system with you.Netflix recommendation system use 2 main cycles to achieve such recommendationanalyses. In the first cycle, Firstly, they need to generate hypotheses of the user??s preferencevia a matrix; secondly, they train the model with user??s historical data and correct worryvalues in the matrix; lastly, they update matrix??s values and evaluate the model. In thesecond circle, they first use the new algorithm to generate recommendations for users; if thethis recommendation succeeds, they use this algorithm for recommendation; however, if therecommendation fails, they need to go back to the first circle and make a new algorithm.Hope this case about Netflix could help."
57,38,20170323,7,"Thanks for your sharing about models of information!You mentioned that the first model is kind of static; and the second one is more dynamicand flexible. Compared to the first one, the second one illustrates that different layers ofinformation are not mutually exclusive; however, they can evolve together with each otherin some situations.I totally agree with you. In my opinion, it??s impossible for us human to get only one layer ofinformation at one time. For example, when we have some perception/ cognation of adepression experience and tell it to our friends, we are in the layer of both perception andspoken language; during the speaking of such depressed experience, we may recall ourrelated depressed feeling, which belongs to our perception/cognation. In this situation, thereare dynamic interaction between perception/ cognation and spoken language.Hope my understanding would help."
57,38,20170323,7,"Thanks for your sharing about semantic information.I totally agree with you that semantic information plays an really essential part ofcivilisation.Associating with the three layers of information- physical, semantic, and digital, physicalinformation and semantic information often have tightly interaction with each other. Forexample, we see some physical objects; and we transfer this physical information intosemantic information (i.e. language). Actually, different culture/origins has really differentunderstanding/ perception towards the same physical object. For instance, colour red ismore of festiveness for Chinese, but it??s more of bloodiness/ violence for English. From thisperspective, if we want to transfer the same physical information into different languages,the perception/ cognation we use may be different, which means that people having differentdominant languages may have different perception/ cognation.From this point of view, the same semantic information plays different roles in differentcivilisations."
11,38,20170323,7,"Thanks for you sharing about smart city plan in HangZhou, China!Actually, smart city program is popular in HK as well. Just as the lecturer Prof. Chan invitedto our class in week nine, there are thousands of experts contributing to this field in HK.I want to share something that the lecturer told us with you. He mentioned that they alsowork in financial security field, which mainly focuses on anti-hacker and security system ofbanks. There are 2 training teams in their cyber security department- hacker team and antihackerteam. Using a real dataset, hacker team demo to attack banks and users; and antihackerteam demo to offend from these attacks. Through such exercise, they improve theirability in financial security field.Hope this real case could give you some inspiration."
11,38,20170323,7,"Thanks for your sharing about your understanding of human information interaction (i.e.HII).You illustrated 4 main reasons why HII is important for engineering students. I reallyappreciate your understandings. Moreover, I want to add something important but youdidn??t mentioned.Personally I think HII could break the obstacle between us technical guys and un-technicalpeople. Without HII, people who are not familiar with programming language couldn??t havechance to operate machines or communicate directly with computers; with HII, such untechnicalpeople can handle complex machines and deal with digital information easily. Usinformation engineers bridge the gap between un-technical people and complex technology.Hope my idea could give you some inspirations."
78,38,20170323,7,"Thanks for sharing your understanding about relationship between NLP and computerscience!You mentioned that computers translate programming code into machine code(i.e. 0 and 1);similarly, NLP helps human to translate human language into the language that machinescan easily understand.I totally agreed with you. Moreover, I want to add something about the problems of NLPtechnology. Actually, natural language understanding and natural language generation are 2main problems in NLP field. For example, it??s difficult for machine to accurately understandslangs, and generate complex paragraphs in proper grammars and structures.Hope my addition could give you some inspirations."
46,38,20170323,7,"Thanks for sharing your understanding about contextual computing.You mentioned that there was a critical hacker attack to the voting system during UmbrellaRevolution in HK, and many believed it was done by Chinese government. You tried toexplain this case with contextual computing. I want to put forward some suggestionstowards the above you mentioned.Even though articles on blogs are not academic researches, I think we should be seriousabout it as well. It would be better to link the reference of the attack event, which wouldmake your writing more reliable and persuasive.Hope my suggestions would help."
33,38,20170323,7,"Thanks for your sharing about the huge impact that digital information put on our lives!Just as you mentioned, information and communication technology has changed ourexperience of place. For example, lots of customers in Mainland China use TaoBao to goshopping online instead of going shopping in a physical mall. For these customers, the place??mall?? has transferred from a physical place to a virtual place. Nowadays, online shoppingis really popular around the world, and creates huge amounts of opportunities for smallscalebusiness.I want to share my understanding about the popularity of online shopping. Compared withtraditional business, online shopping has really low cost and pretty high ROI (i.e. return oninvestment). This allows small-scale business to survive under the monopoly of large-scalebusiness. In other word, online shopping helps improve the equality among business withdifferent scales, which has positive impacts on the whole economy.Hope my understandings about online shopping could give you some inspirations."
33,38,20170323,7,"Thanks for your sharing about virtual reality (i.e. VR)!I want to share my understanding about VR with you. Nowadays, there are manyapplications of VR, such as video games, cinema and entertainment, healthcare and clinictherapies, anxiety disorder treatment, pain management, education and training, etc. I wantto introduce more about pain management. VR tech is commonly used in drug-free methodfor pain management. For example, VR with positive experience could help with painreduction.Hope my sharing could help."
34,11,20170323,7,"Good summation of human information interaction! From where I stand, HII is not only a theory in paper, but also a critical issue that the industry is facing. As we are in the age of big data and tons of data is generating everyday which is structured, semi-structured and instructed. We have developed lots of algorithms and infrastructure to mining and processing data to obtain commercial value, but how to display the data to the public is the last yet critical step all the whole chain. Especially in business area, data virtualization seems to be more important. This problem has been caught by some of the top tier companies, for example, Aliyun provides a data visualization service called ???????? to separate data processing with data display. We could change different data visualization board easily as we change the theme of WordPress."
38,11,20170323,7,"Well understanding of the sentiment analysis and opinion mining. For a specific product such as those selling in taobao.com, the entity is much clear as the product itself, and the review quality is high as all the comments are about the product from the customers who actually buy and use it. But for other more general cases, the condition is much though as you need to distinguish useless information from the useful. For this issue, some works have been done to classify documents to several categories using convolutional neural network and you could have a search if you are interested in."
